TaskId,SchedulingDecision
10.244.31.6,aks-nodepool1-12574650-vmss00000k,10.244.1.16,aks-nodepool1-12574650-vmss00000f,10.244.20.7,aks-nodepool1-12574650-vmss00000a,10.244.23.9,aks-nodepool1-12574650-vmss00000i,10.244.18.6,aks-nodepool1-12574650-vmss000009,10.244.7.7,aks-nodepool1-12574650-vmss000005,10.244.30.9,aks-nodepool1-12574650-vmss00000l,10.244.4.9,aks-nodepool1-12574650-vmss00000q,10.244.12.6,aks-nodepool1-12574650-vmss00000b,10.244.14.9,aks-nodepool1-12574650-vmss000007,10.244.22.8,aks-nodepool1-12574650-vmss00000w,10.244.24.8,aks-nodepool1-12574650-vmss000002,10.244.3.5,aks-nodepool1-12574650-vmss00000n,10.244.28.6,aks-nodepool1-12574650-vmss00000s,10.244.2.7,aks-nodepool1-12574650-vmss00000h,10.244.6.6,aks-nodepool1-12574650-vmss00000e,10.244.25.5,aks-nodepool1-12574650-vmss00000p,10.244.19.7,aks-nodepool1-12574650-vmss00000u,10.244.9.9,aks-nodepool1-12574650-vmss00000t,10.244.13.6,aks-nodepool1-12574650-vmss00000g,10.244.10.8,aks-nodepool1-12574650-vmss00000m,10.244.21.8,aks-nodepool1-12574650-vmss000006,10.244.32.7,aks-nodepool1-12574650-vmss00000r,10.244.5.7,aks-nodepool1-12574650-vmss000003,10.244.27.7,aks-nodepool1-12574650-vmss000000,10.244.26.6,aks-nodepool1-12574650-vmss00000v,10.244.17.6,aks-nodepool1-12574650-vmss000001,10.244.15.5,aks-nodepool1-12574650-vmss000004,10.244.29.8,aks-nodepool1-12574650-vmss00000o,10.244.16.10,aks-nodepool1-12574650-vmss00000d,10.244.11.7,aks-nodepool1-12574650-vmss00000c,10.244.8.9,aks-nodepool1-12574650-vmss00000j
0,10.244.31.6,8
1,10.244.1.16,8,10.244.20.7,8
2,10.244.23.9,8
3,10.244.18.6,8
4,10.244.7.7,8,10.244.30.9,8
5,10.244.4.9,8,10.244.12.6,8
6,10.244.14.9,8,10.244.22.8,8
7,10.244.24.8,8,10.244.3.5,8
8,10.244.28.6,8,10.244.2.7,8
9,10.244.6.6,8,10.244.25.5,8
10,10.244.19.7,8,10.244.9.9,8
11,10.244.13.6,8,10.244.10.8,8
12,10.244.21.8,8
13,10.244.32.7,8,10.244.5.7,8
14,10.244.27.7,8
15,10.244.26.6,8,10.244.17.6,8
16,10.244.15.5,8,10.244.29.8,8
17,10.244.16.10,8
18,10.244.11.7,8
19,10.244.4.9,8,10.244.12.6,8
20,10.244.7.7,8,10.244.30.9,8
21,10.244.28.6,8,10.244.2.7,8
22,10.244.8.9,8
23,10.244.14.9,8
24,10.244.22.8,8
25,10.244.26.6,8
26,10.244.6.6,8,10.244.25.5,8
27,10.244.17.6,8
28,10.244.13.6,8,10.244.10.8,8
29,10.244.15.5,8,10.244.29.8,8
30,10.244.1.16,8
31,10.244.20.7,8
32,10.244.24.8,8,10.244.3.5,8
33,10.244.32.7,8
34,10.244.19.7,8,10.244.9.9,8
35,10.244.18.6,8,10.244.5.7,8
36,10.244.27.7,8
37,10.244.21.8,8,10.244.11.7,8
38,10.244.28.6,8,10.244.2.7,8
39,10.244.4.9,8,10.244.12.6,8
40,10.244.31.6,8,10.244.16.10,8
41,10.244.7.7,8,10.244.30.9,8
42,10.244.13.6,8
43,10.244.23.9,8,10.244.10.8,8
44,10.244.6.6,8,10.244.25.5,8
45,10.244.26.6,8
46,10.244.15.5,8
47,10.244.24.8,8,10.244.3.5,8
48,10.244.29.8,8
49,10.244.19.7,8,10.244.9.9,8
50,10.244.28.6,8
51,10.244.2.7,8,10.244.21.8,8
52,10.244.4.9,8,10.244.12.6,8
53,10.244.18.6,8,10.244.5.7,8
54,10.244.22.8,8,10.244.11.7,8
55,10.244.27.7,8,10.244.17.6,8
56,10.244.1.16,8,10.244.32.7,8
57,10.244.23.9,8,10.244.10.8,8
58,10.244.20.7,8,10.244.14.9,8
59,10.244.7.7,8,10.244.30.9,8
60,10.244.8.9,8
61,10.244.31.6,8,10.244.16.10,8
62,10.244.2.7,8,10.244.21.8,8
63,10.244.6.6,8
64,10.244.25.5,8
65,10.244.19.7,8
66,10.244.9.9,8
67,10.244.18.6,8,10.244.5.7,8
68,10.244.24.8,8,10.244.3.5,8
69,10.244.4.9,8,10.244.12.6,8
70,10.244.22.8,8
71,10.244.1.16,8,10.244.32.7,8
72,10.244.23.9,8,10.244.10.8,8
73,10.244.7.7,8,10.244.30.9,8
74,10.244.11.7,8
75,10.244.27.7,8,10.244.17.6,8
76,10.244.31.6,8,10.244.29.8,8
77,10.244.28.6,8,10.244.16.10,8
78,10.244.24.8,8,10.244.3.5,8
79,10.244.13.6,8
80,10.244.2.7,8,10.244.21.8,8
81,10.244.20.7,8,10.244.14.9,8
82,10.244.26.6,8
83,10.244.4.9,8,10.244.12.6,8
84,10.244.15.5,8
85,10.244.18.6,8,10.244.5.7,8
86,10.244.23.9,8,10.244.10.8,8
87,10.244.1.16,8,10.244.6.6,8
88,10.244.19.7,8,10.244.32.7,8
89,10.244.22.8,8,10.244.27.7,8
90,10.244.7.7,8,10.244.30.9,8
91,10.244.17.6,8
92,10.244.24.8,8,10.244.3.5,8
93,10.244.9.9,8,10.244.8.9,8
94,10.244.31.6,8
95,10.244.28.6,8,10.244.29.8,8
96,10.244.20.7,8,10.244.14.9,8
97,10.244.25.5,8,10.244.16.10,8
98,10.244.2.7,8
99,10.244.21.8,8
