1713861867.7135437,4,32,0
1713861871.7195342,4,32,0
1713862143.1589787,4,32,0
1713862147.1676512,4,32,0
1713862151.1760566,4,32,0
1713862155.1838229,4,32,0
1713862159.192262,4,32,0
1713862163.20007,4,32,0
1713862167.2080827,4,32,0
1713862171.2172985,4,32,0
1713862175.226242,4,32,0
1713862179.234046,4,32,0
1713862183.2427275,4,32,0
1713862187.2512023,4,32,0
1713862191.2576184,4,32,0
1713862255.7840245,4,32,0
1713862259.793856,4,32,0
1713862263.8024254,4,32,0
1713862267.8108943,4,32,0
1713862271.8193066,4,32,0
1713862275.8278515,4,32,0
1713862279.8365223,4,32,0
1713862283.8456337,4,32,0
1713862287.854064,4,32,0
1713862291.86261,4,32,0
1713862295.8657546,4,32,0
1713862299.8742912,4,32,0
1713862303.882856,4,32,0
1713862307.8855882,4,32,0
1713862311.8940184,4,32,0
1713862315.9025533,4,32,0
1713862319.91069,4,32,0
1713862323.9191294,4,32,0
1713862327.9276142,4,32,0
1713862331.9340255,4,32,0
1713862335.9424763,4,32,0
1713862339.948629,4,32,0
1713862343.957134,4,32,0
1713862353.070257,4,32,0
1713862357.0788965,4,32,0
1713862361.0872908,4,32,0
1713862365.0960505,4,32,0
1713862369.1031408,4,32,0
1713862373.111642,4,32,0
1713862377.1201024,4,32,0
1713862381.127321,4,32,0
1713862385.135941,4,32,0
1713862389.1452665,4,32,0
1713862393.153688,4,32,0
1713862397.1624773,4,32,0
1713862401.1709764,4,32,0
1713862405.1798408,4,32,0
1713862409.1882005,4,32,0
1713862413.1967728,4,32,0
1713862417.203685,4,32,0
1713862421.2125537,4,32,0
1713862425.2195704,4,32,0
1713862429.2258065,4,32,0
1713862433.2346969,4,32,0
1713862437.243237,4,32,0
1713862441.2518702,4,32,0
1713862445.2605205,4,32,0
1713862449.2693934,4,32,0
1713862453.2793055,4,32,0
1713862457.285991,4,32,0
1713862461.2926984,4,32,0
1713862465.2978504,4,32,0
1713862469.3045294,4,32,0
1713862473.3110888,4,32,0
1713862477.3158743,4,32,0
1713862488.8685198,3,30,0
1713862492.8742144,3,30,0
1713862496.8829231,3,30,0
1713862500.8909905,3,30,0
